compound_id,canonical_smiles,supplier,pKD_global_mean,is_binder,binder_threshold_pkd
342853879,Cc1ccc(S(C)(=O)=O)cc1C(=O)NC1CCN(c2ccccc2Cl)C1=O,ChemSpace (numeric),2.6933148710185884,false,3.837255850567785
348280646,CN(C)C(=O)NCCNC(=O)c1ccccc1Nc1ccc(SC(F)F)cc1,ChemSpace (numeric),3.616833692906068,false,3.837255850567785
354012616,Cc1ccc(NC(=O)C(=O)NC2CCN(c3ccccc3Cl)C2=O)cc1,ChemSpace (numeric),2.4511834020634047,false,3.837255850567785
359878733,Cc1ccc(Cl)cc1NC(=O)NC1CCN(c2ccccc2Cl)C1=O,ChemSpace (numeric),3.66407123848576,false,3.837255850567785
427095899,Cc1ccc(NC2CCCN(c3ccccc3)C2=O)cc1C(N)=O,ChemSpace (numeric),2.9864723841983007,false,3.837255850567785
441728059,O=C(Nc1ccc(Oc2cccnc2)cc1)C1CC(=O)N(c2ccccc2Cl)C1,ChemSpace (numeric),3.7506804389574193,false,3.837255850567785
442487817,Cc1ccc(NC2CCN(c3ccccc3Cl)C2=O)cc1-c1nnnn1C1CC1,ChemSpace (numeric),3.6132323350635116,false,3.837255850567785
444853644,COc1ccccc1N1CCCC(Nc2ccc(C)c(C(N)=O)c2)C1=O,ChemSpace (numeric),2.9173368754446702,false,3.837255850567785
520438318,COC(=O)c1cc(NC2CCN(c3ccccc3OC)C2=O)ccc1C,ChemSpace (numeric),3.281787745785536,false,3.837255850567785
543294655,Cc1cc(=O)[nH]cc1C(=O)NC1CCN(c2ccccc2Cl)C1=O,ChemSpace (numeric),2.45415781378126,false,3.837255850567785
5620336,Cc1ccc2c(c1)/C(=N\Nc1nnc3c(n1)[nH]c1c(C)cccc13)C(=O)N2,ChemSpace (numeric),5.705584263745457,true,3.837255850567785
5623246,Cc1ccc2c(c1)/C(=N/Nc1nnc3c(n1)[nH]c1ccc(C)cc13)C(=O)N2,ChemSpace (numeric),5.211018344617544,true,3.837255850567785
563191074,COC(=O)c1cc(NC(=O)NC2CCN(c3ccccc3Cl)C2=O)ccc1C,ChemSpace (numeric),3.7988420484754157,false,3.837255850567785
564756750,O=C(Nc1nccn1-c1ccccc1)C1CC(=O)N(c2ccccc2Cl)C1,ChemSpace (numeric),3.339522271483832,false,3.837255850567785
568683595,Cc1cnc(NC(=O)C2CC(=O)N(c3ccccc3Cl)C2)[nH]1,ChemSpace (numeric),3.018906319237477,false,3.837255850567785
572737672,O=C(Nc1nnc(-c2ccc(O)c(Cl)c2)[nH]1)C1CC(=O)N(c2ccccc2Cl)C1,ChemSpace (numeric),3.8724388300080825,true,3.837255850567785
588023896,CCN(C)CC1CCN(C(=O)c2ccccc2Nc2ccccc2)C1,ChemSpace (numeric),2.947281882219708,false,3.837255850567785
666362114,Cc1cc(C(N)=O)ccc1NC1CCN(c2ccccc2Cl)C1=O,ChemSpace (numeric),3.77463714141554,false,3.837255850567785
666402446,COC(=O)CCc1ccc(NC2CCN(c3ccccc3Cl)C2=O)cc1,ChemSpace (numeric),3.932005061159396,true,3.837255850567785
697064626,CC(=O)Nc1ccc(NC2CCCN(c3ccccc3Cl)C2=O)cc1C,ChemSpace (numeric),3.0139652767457985,false,3.837255850567785
773212998,CC(C)N1CCC(N(C)C(=O)c2ccc(=O)n(Cc3ccccc3Cl)c2)C1,ChemSpace (numeric),2.977942440727496,false,3.837255850567785
786232788,CN(C)C(=O)C1CCN(C(=O)c2ccccc2Nc2ccccc2)C1,ChemSpace (numeric),2.8786752861995355,false,3.837255850567785
800658450,COc1cccc(Nc2ccccc2C(=O)N2CCC(NC(C)=O)C2)c1,ChemSpace (numeric),2.8236724530442205,false,3.837255850567785
800658988,CC(=O)NC1CCN(C(=O)c2ccccc2Nc2ccccc2)C1,ChemSpace (numeric),2.755564455212758,false,3.837255850567785
918730255,CNC(=O)CC1(CNC(=O)C2OCCc3ccccc32)CCCCC1,ChemSpace (numeric),2.843248039412581,false,3.837255850567785
9211771,Cc1ccc(C2CC(=O)Nc3c2c(C)nn3-c2ccc(N3CCOCC3)nn2)cc1C,ChemSpace (numeric),5.1431111704252,true,3.837255850567785
97315646,CCN(CC(=O)N(C)C)C(=O)c1ccc(=O)n(Cc2ccccc2Cl)c1,ChemSpace (numeric),2.670745192395454,false,3.837255850567785
99424206,CN(Cc1ccc(O)cc1)C(=O)c1ccc(=O)n(Cc2ccccc2Cl)c1,ChemSpace (numeric),3.831447743500963,false,3.837255850567785
C529-0673,O=C(c1ccc2c(c1)N(Cc1ccccc1F)C(=O)c1ccccc1S2=O)N1CCCC1,Other,4.210493106256102,true,3.837255850567785
C776-4067,Cc1ccccc1Cn1c(N2CCC(C(=O)N3CCN(c4ncccn4)CC3)CC2)nc2ccccc21,Other,4.69012315450865,true,3.837255850567785
CF-10-014,COc1cc2nc(-c3ccc(C(=O)O)o3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),3.4941519635581253,false,3.837255850567785
CF-10-027,COc1cc2nc(-c3cnccn3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),3.9899093693732217,true,3.837255850567785
CF-10-029,COc1cc2nc(-c3cncn3C)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),4.249186907434046,true,3.837255850567785
CF-10-031,COc1cc2nc(-c3cscn3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),4.372164819679184,true,3.837255850567785
CF-10-034,COc1cc2nc(C(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),0.7935955610654086,false,3.837255850567785
CF-10-035,CNC(=O)c1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,Piramal (CF Labs),4.181841964263574,true,3.837255850567785
CF-10-036,CCOCCNC(=O)c1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,Piramal (CF Labs),3.974645124777657,true,3.837255850567785
CF-10-045,COc1cc2nc(N3CCN(C(C)=O)CC3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),5.376361287678498,true,3.837255850567785
CF-10-048,COc1cc2nc(N3CC[C@@H](C(=O)O)C3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),4.681843180479196,true,3.837255850567785
CF-10-049,COc1cc2nc(N3CC[C@H](C(=O)O)C3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),3.8502307191763605,true,3.837255850567785
CF-10-050,COc1cc2nc(N3CCC(C(=O)O)CC3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),5.5521924334854065,true,3.837255850567785
CF-10-051,COc1cc2nc(N(C)CCO)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),1.4009037918627234,false,3.837255850567785
CF-10-052,COc1cc2nc(N(C)CCN(C)C)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),3.6616315505167187,false,3.837255850567785
CF-10-053,COc1cc2nc(N(C)CC(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),4.436498660469721,true,3.837255850567785
CF-10-054,CNC(=O)CN(C)c1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,Piramal (CF Labs),4.955190759091691,true,3.837255850567785
CF-10-061,COc1cc2nc(NCc3ccccc3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),5.3564702309489896,true,3.837255850567785
CF-10-062,COc1cc2nc(NCCc3ccccc3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),3.217117571673968,false,3.837255850567785
CF-10-063,COc1cc2nc(NCCO)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),6.119865879807937,true,3.837255850567785
CF-10-064,COc1cc2nc(NCCN(C)C)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),4.923578484780906,true,3.837255850567785
CF-10-065,COc1cc2nc(NCC(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),0.6955934447483199,false,3.837255850567785
CF-10-066,CNC(=O)CNc1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,Piramal (CF Labs),1.0080588111465805,false,3.837255850567785
CF-10-067,CCOCCNC(=O)CNc1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,Piramal (CF Labs),4.446674699158006,true,3.837255850567785
CF-10-071,COc1cc2nc(OCCO)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC.O=CO,Piramal (CF Labs),0.3479859922314758,false,3.837255850567785
CF-10-073,COc1cc2nc(OCC(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),5.246886067269574,true,3.837255850567785
CF-10-074,CNC(=O)COc1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,Piramal (CF Labs),0.032534178134083484,false,3.837255850567785
CF-10-075,CCOCCNC(=O)COc1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,Piramal (CF Labs),0.37890078855742476,false,3.837255850567785
CF-2-05,O=C1C(Nc2cccc(F)c2)CCN1c1ccccc1Cl,Piramal (CF Labs),3.4251000097689204,false,3.837255850567785
CF-2-07,COc1ccc(NC2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),4.0591597536972035,true,3.837255850567785
CF-2-09,COc1ccccc1NC1CCN(c2ccccc2Cl)C1=O,Piramal (CF Labs),2.7767806837113187,false,3.837255850567785
CF-2-101,CN(CCCN)C(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,Piramal (CF Labs),3.131444082498383,false,3.837255850567785
CF-2-102,CN1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,Piramal (CF Labs),-0.4931510078333014,false,3.837255850567785
CF-2-103,CN1CCC(CNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,Piramal (CF Labs),-0.604841704977382,false,3.837255850567785
CF-2-104,O=C(NCc1ccccc1)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,Piramal (CF Labs),3.0492152577592173,false,3.837255850567785
CF-2-105,O=C(Nc1ccccc1)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,Piramal (CF Labs),0.15043813180995477,false,3.837255850567785
CF-2-106,CN(C)CCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),-0.4472806361978953,false,3.837255850567785
CF-2-107,CN(C)CCN(C)C(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),3.6068048195075306,false,3.837255850567785
CF-2-108,CC(=O)N1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,Piramal (CF Labs),-0.4429961720795169,false,3.837255850567785
CF-2-109,CN1CCC(NC(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,Piramal (CF Labs),-0.4304356549637877,false,3.837255850567785
CF-2-111,NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),2.8364806538058462,false,3.837255850567785
CF-2-112,CN(CCCNC(=O)OC(C)(C)C)C(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),0.4915666125393126,false,3.837255850567785
CF-2-113,CN(CCCN)C(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),3.2434623142749057,false,3.837255850567785
CF-2-114,CN1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,Piramal (CF Labs),-0.5736485094149807,false,3.837255850567785
CF-2-115,CN1CCC(CNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,Piramal (CF Labs),0.04693972444836963,false,3.837255850567785
CF-2-117,O=C(Nc1ccccc1)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),-0.8128289894242487,false,3.837255850567785
CF-2-118,CN(C)CCNC(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),2.9142259004652944,false,3.837255850567785
CF-2-119,CN(C)CCN(C)C(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),0.4156960224759323,false,3.837255850567785
CF-2-120,CC(=O)N1CCN(C(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),2.4416289068500148,false,3.837255850567785
CF-2-121,CN1CCC(NC(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),-0.5246513839194187,false,3.837255850567785
CF-2-122,CC(C)(C)OC(=O)NCCCNC(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),2.7785217054977482,false,3.837255850567785
CF-2-123,NCCCNC(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),2.949706990973341,false,3.837255850567785
CF-2-124,CN(CCCNC(=O)OC(C)(C)C)C(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),3.475137755198051,false,3.837255850567785
CF-2-125,CN(CCCN)C(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),4.119509605875156,true,3.837255850567785
CF-2-126,CN1CCN(C(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),-0.13443833130731178,false,3.837255850567785
CF-2-127,CN1CCC(CNC(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),-0.35210328801459784,false,3.837255850567785
CF-2-128,O=C(NCc1ccccc1)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),1.7434259932658895,false,3.837255850567785
CF-2-129,O=C(Nc1ccccc1)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),3.6019194644963033,false,3.837255850567785
CF-2-13,O=C1C(NC2CCCCC2)CCN1c1ccccc1Cl,Piramal (CF Labs),3.436983227131443,false,3.837255850567785
CF-2-130,CN(C)CCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,Piramal (CF Labs),2.7533878027660745,false,3.837255850567785
CF-2-131,CN(C)CCN(C)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,Piramal (CF Labs),3.36290702549506,false,3.837255850567785
CF-2-132,CC(=O)N1CCN(C(=O)c2ccnc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,Piramal (CF Labs),0.10011850246257825,false,3.837255850567785
CF-2-133,CN1CCC(NC(=O)c2ccnc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,Piramal (CF Labs),1.8134914007633611,false,3.837255850567785
CF-2-134,CC(C)(C)OC(=O)NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,Piramal (CF Labs),-0.5338569645679782,false,3.837255850567785
CF-2-135,NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,Piramal (CF Labs),2.8834071720673347,false,3.837255850567785
CF-2-136,CN(CCCNC(=O)OC(C)(C)C)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,Piramal (CF Labs),-0.05558148200310212,false,3.837255850567785
CF-2-137,CN(CCCN)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,Piramal (CF Labs),-0.05993753228093293,false,3.837255850567785
CF-2-139,CN1CCC(CNC(=O)c2ccnc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,Piramal (CF Labs),2.202012212107503,false,3.837255850567785
CF-2-140,O=C(NCc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,Piramal (CF Labs),-0.6527516692990689,false,3.837255850567785
CF-2-141,O=C(Nc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,Piramal (CF Labs),-0.28781812275780067,false,3.837255850567785
CF-2-142,CN(C)CCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),-0.38663195149416096,false,3.837255850567785
CF-2-143,CN(C)CCN(C)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),-0.6125481700100146,false,3.837255850567785
CF-2-144,CC(=O)N1CCN(C(=O)c2ccnc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),4.062030760422521,true,3.837255850567785
CF-2-145,CN1CCC(NC(=O)c2ccnc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),-0.7856982300802697,false,3.837255850567785
CF-2-146,CC(C)(C)OC(=O)NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),-0.1861456673935675,false,3.837255850567785
CF-2-147,NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),2.6084171913066685,false,3.837255850567785
CF-2-148,CN(CCCNC(=O)OC(C)(C)C)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),-0.012854764186705026,false,3.837255850567785
CF-2-149,CN(CCCN)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),3.9954020103123025,true,3.837255850567785
CF-2-150,CN1CCN(C(=O)c2ccnc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),2.3385388523938104,false,3.837255850567785
CF-2-151,CN1CCC(CNC(=O)c2ccnc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),4.430504370284096,true,3.837255850567785
CF-2-152,O=C(NCc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),-0.9661154269529021,false,3.837255850567785
CF-2-153,O=C(Nc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),-0.4885389016823467,false,3.837255850567785
CF-2-154,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)NCCN(C)C,Piramal (CF Labs),3.7076077080572256,false,3.837255850567785
CF-2-155,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)N(C)CCN(C)C,Piramal (CF Labs),3.8124650372991318,false,3.837255850567785
CF-2-156,CC(=O)N1CCN(C(=O)c2cc(N[C@H]3CCN(c4ccccc4Cl)C3=O)ccc2C)CC1,Piramal (CF Labs),0.7883291013192472,false,3.837255850567785
CF-2-157,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)NC1CCN(C)CC1,Piramal (CF Labs),2.717560100472961,false,3.837255850567785
CF-2-158,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)NCCCNC(=O)OC(C)(C)C,Piramal (CF Labs),3.6650841130763756,false,3.837255850567785
CF-2-159,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)NCCCN.Cl,Piramal (CF Labs),3.345693967739858,false,3.837255850567785
CF-2-16,O=C(NC1CCN(c2ccccc2Cl)C1=O)c1ccccc1Cl,Piramal (CF Labs),3.528647875141287,false,3.837255850567785
CF-2-160,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)N(C)CCCNC(=O)OC(C)(C)C,Piramal (CF Labs),2.909394634657932,false,3.837255850567785
CF-2-161,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)N(C)CCCN.Cl,Piramal (CF Labs),-0.6415652984903014,false,3.837255850567785
CF-2-162,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)N1CCN(C)CC1,Piramal (CF Labs),-0.04531573320478738,false,3.837255850567785
CF-2-163,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)NCC1CCN(C)CC1,Piramal (CF Labs),2.5418534528173042,false,3.837255850567785
CF-2-164,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)NCc1ccccc1,Piramal (CF Labs),4.039088547950765,true,3.837255850567785
CF-2-165,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)Nc1ccccc1,Piramal (CF Labs),3.5893417333356052,false,3.837255850567785
CF-2-166,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)NCCN(C)C,Piramal (CF Labs),3.803894826018496,false,3.837255850567785
CF-2-167,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)N(C)CCN(C)C.O=CO,Piramal (CF Labs),2.857659851817425,false,3.837255850567785
CF-2-168,CC(=O)N1CCN(C(=O)c2cc(N[C@H]3CCN(c4ccccc4F)C3=O)ccc2C)CC1,Piramal (CF Labs),1.5756558594904384,false,3.837255850567785
CF-2-169,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)NC1CCN(C)CC1,Piramal (CF Labs),2.4306240100975187,false,3.837255850567785
CF-2-170,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)NCCCNC(=O)OC(C)(C)C,Piramal (CF Labs),-0.07811060728170272,false,3.837255850567785
CF-2-171,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)NCCCN.Cl,Piramal (CF Labs),3.2267166577674296,false,3.837255850567785
CF-2-172,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)N(C)CCCNC(=O)OC(C)(C)C,Piramal (CF Labs),3.788143807733341,false,3.837255850567785
CF-2-174,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)N1CCN(C)CC1.O=CO,Piramal (CF Labs),3.9665947639228447,true,3.837255850567785
CF-2-175,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)NCC1CCN(C)CC1.O=CO,Piramal (CF Labs),3.3979506749437833,false,3.837255850567785
CF-2-176,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)NCc1ccccc1,Piramal (CF Labs),3.472467887509237,false,3.837255850567785
